,,taxon_name,ref_id,sh_id,rep,kingdom,phylum,class,order,family,genus,species,taxon_name_sh,primary_lifestyle,secondary_lifestyle,decay_type,growth_form,,,,
1211,2967,Trichoderma_catoptron,AY737766,SH1487425.09FU,refs_singleton,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_catoptron,Trichoderma_catoptron_SH1487425.09FU,mycoparasite,foliar_endophyte,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
1212,2968,Trichoderma_austrokoningii,DQ323423,SH1674559.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_austrokoningii,Trichoderma_austrokoningii_SH1674559.09FU,mycoparasite,foliar_endophyte,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
1213,2971,Thelonectria_olida,AY677294,SH0909456.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,Thelonectria_olida,Thelonectria_olida_SH0909456.09FU,litter_saprotroph,NA,leaf/fruit/seed,filamentous_mycelium,,,,
1214,2985,Fungi_sp,JX333480,SH1000537.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1000537.09FU,NA,NA,NA,NA,,,,
1215,2987,Dioszegia_rishiriensis,UDB05236104,SH1004067.09FU,reps,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia_rishiriensis,Dioszegia_rishiriensis_SH1004067.09FU,litter_saprotroph,NA,leaf/fruit/seed,yeast,,,,
1216,2989,Conocybe_sp,UDB04135717,SH1182670.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_sp,Conocybe_sp_SH1182670.09FU,soil_saprotroph,NA,soil,filamentous_mycelium,,,,
1217,2997,Hymenoscyphus_menthae,UDB03549386,SH1030405.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus_menthae,Hymenoscyphus_menthae_SH1030405.09FU,litter_saprotroph,plant_pathogen,leaf/fruit/seed,filamentous_mycelium,,,,
1218,3000,Symmetrospora_sp,AY479978,SH3798115.09FU,refs,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiomycetes_ord_Incertae_sedis,Symmetrosporaceae,Symmetrospora,Symmetrospora_sp,Symmetrospora_sp_SH3798115.09FU,litter_saprotroph,litter_saprotroph,leaf/fruit/seed,yeast,,,,
1219,3004,Fungi_sp,JX374279,SH1169085.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1169085.09FU,NA,NA,NA,NA,,,,
1220,3011,Sporormiaceae_sp,UDB07556051,SH0988237.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiaceae_gen_Incertae_sedis,Sporormiaceae_sp,Sporormiaceae_sp_SH0988237.09FU,NA,NA,NA,NA,,,,
1221,3013,Sordariomycetes_sp,UDB07347290,SH0971088.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Sordariomycetes_gen_Incertae_sedis,Sordariomycetes_sp,Sordariomycetes_sp_SH0971088.09FU,NA,NA,NA,NA,,,,
1222,3016,Schizothecium_sp,UDB06566365,SH0965341.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium_sp,Schizothecium_sp_SH0965341.09FU,dung_saprotroph,NA,dung,filamentous_mycelium,,,,
1223,3017,Rozellomycota_sp,UDB06720520,SH1196776.09FU,reps,Fungi,Rozellomycota,Rozellomycota_cls_Incertae_sedis,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp,Rozellomycota_sp_SH1196776.09FU,NA,NA,NA,NA,,,,
1224,3018,Rhizophydiales_sp,UDB06473979,SH1102130.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp,Rhizophydiales_sp_SH1102130.09FU,NA,NA,NA,NA,,,,
1225,3026,Gongronella_butleri,UDB03196785,SH0933528.09FU,reps,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Gongronella,Gongronella_butleri,Gongronella_butleri_SH0933528.09FU,soil_saprotroph,NA,soil,filamentous_mycelium,,,,
1226,3028,Fusarium_paranisikadoi,MW016561,SH3083105.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_paranisikadoi,Fusarium_paranisikadoi_SH3083105.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
1227,3030,Fusarium_fujikuroi,FJ158123,SH1186109.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_fujikuroi,Fusarium_fujikuroi_SH1186109.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
1228,3031,Fungi_sp,JX385586,SH1110972.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1110972.09FU,NA,NA,NA,NA,,,,
1229,3038,Entoloma_sp,UDB05330146,SH1260642.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_sp,Entoloma_sp_SH1260642.09FU,soil_saprotroph,unspecified_symbiotroph,roots,soil,filamentous_mycelium,,,
1230,3041,Dichotomopilus_sp,UDB05136513,SH0881405.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Dichotomopilus,Dichotomopilus_sp,Dichotomopilus_sp_SH0881405.09FU,unspecified_saprotroph,NA,NA,filamentous_mycelium,,,,
1231,3042,Curvularia_fallax,MH855476,SH1933481.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_fallax,Curvularia_fallax_SH1933481.09FU,plant_pathogen,litter_saprotroph,wood,leaf/fruit/seed,roots,algal_material,filamentous_mycelium,
1232,3056,Chaetomium_sp,UDB01742999,SH0881413.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_sp,Chaetomium_sp_SH0881413.09FU,litter_saprotroph,foliar_endophyte,wood,leaf/fruit/seed,soil,dung,filamentous_mycelium,
1233,3058,Chaetomiaceae_sp,UDB01728165,SH0932571.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomiaceae_gen_Incertae_sedis,Chaetomiaceae_sp,Chaetomiaceae_sp_SH0932571.09FU,NA,NA,NA,NA,,,,
1234,3063,Auricularia_sp,UDB01465259,SH1090472.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Auricularia_sp,Auricularia_sp_SH1090472.09FU,wood_saprotroph,NA,wood,filamentous_mycelium,,,,
1235,3067,Pseudeurotium_ovale,AY129289,SH2578853.09FU,refs,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotium,Pseudeurotium_ovale,Pseudeurotium_ovale_SH2578853.09FU,dung_saprotroph,soil_saprotroph,soil,dung,filamentous_mycelium,,,
1236,3071,Hyaloriaceae_sp,UDB03441828,SH1252871.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,Hyaloriaceae_gen_Incertae_sedis,Hyaloriaceae_sp,Hyaloriaceae_sp_SH1252871.09FU,NA,NA,NA,NA,,,,
1237,3073,Coniochaetales_sp,HG513111,SH0947669.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetales_fam_Incertae_sedis,Coniochaetales_gen_Incertae_sedis,Coniochaetales_sp,Coniochaetales_sp_SH0947669.09FU,NA,NA,NA,NA,,,,
1238,3075,Stachybotryaceae_sp,UDB01839243,SH1074019.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotryaceae_gen_Incertae_sedis,Stachybotryaceae_sp,Stachybotryaceae_sp_SH1074019.09FU,NA,NA,NA,NA,,,,
1239,3076,Sordariomycetes_sp,UDB02251687,SH0961777.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Sordariomycetes_gen_Incertae_sedis,Sordariomycetes_sp,Sordariomycetes_sp_SH0961777.09FU,NA,NA,NA,NA,,,,
1240,3078,Phialemoniopsis_sp,UDB04533551,SH0984568.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Phialemoniopsis,Phialemoniopsis_sp,Phialemoniopsis_sp_SH0984568.09FU,animal_decomposer,animal_decomposer,animal_material,filamentous_mycelium,,,,
1241,3083,Coniochaeta_sp,UDB04105134,SH0947666.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_sp,Coniochaeta_sp_SH0947666.09FU,unspecified_saprotroph,foliar_endophyte,leaf/fruit/seed,soil,dung,animal_material,filamentous_mycelium,
1242,3087,Basidiomycota_sp,UDB01503029,SH1166027.09FU,reps,Fungi,Basidiomycota,Basidiomycota_cls_Incertae_sedis,Basidiomycota_ord_Incertae_sedis,Basidiomycota_fam_Incertae_sedis,Basidiomycota_gen_Incertae_sedis,Basidiomycota_sp,Basidiomycota_sp_SH1166027.09FU,NA,NA,NA,NA,,,,
1243,3089,Agaricomycetes_sp,UDB0365361,SH1118869.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp,Agaricomycetes_sp_SH1118869.09FU,NA,NA,NA,NA,,,,
1244,3100,Rhizophydiales_sp,UDB0615974,SH1327962.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp,Rhizophydiales_sp_SH1327962.09FU,NA,NA,NA,NA,,,,
1245,3101,Rhizophydiaceae_sp,UDB06437707,SH0908765.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydiaceae_gen_Incertae_sedis,Rhizophydiaceae_sp,Rhizophydiaceae_sp_SH0908765.09FU,NA,NA,NA,NA,,,,
1246,3102,Rhizophlyctidaceae_sp,UDB06387948,SH1154468.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctidaceae_gen_Incertae_sedis,Rhizophlyctidaceae_sp,Rhizophlyctidaceae_sp_SH1154468.09FU,NA,NA,NA,NA,,,,
1247,3104,Paraglomus_sp,MT765589,SH0930624.09FU,reps,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus_sp,Paraglomus_sp_SH0930624.09FU,arbuscular_mycorrhizal,root-associated,NA,filamentous_mycelium,,,,
1248,3108,Myrmecridium_sp,UDB01836087,SH0980683.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,Myrmecridiaceae,Myrmecridium,Myrmecridium_sp,Myrmecridium_sp_SH0980683.09FU,soil_saprotroph,NA,soil,filamentous_mycelium,,,,
1249,3110,Macrocystidia_cucumis,UDB037035,SH1278435.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Macrocystidia,Macrocystidia_cucumis,Macrocystidia_cucumis_SH1278435.09FU,soil_saprotroph,NA,soil,filamentous_mycelium,,,,
1250,3112,Kickxellomycota_sp,UDB02431246,SH1119900.09FU,reps,Fungi,Kickxellomycota,Kickxellomycota_cls_Incertae_sedis,Kickxellomycota_ord_Incertae_sedis,Kickxellomycota_fam_Incertae_sedis,Kickxellomycota_gen_Incertae_sedis,Kickxellomycota_sp,Kickxellomycota_sp_SH1119900.09FU,NA,NA,NA,NA,,,,
1251,3116,Hyalorbilia_fusarina,MH861749,SH1277092.09FU,reps,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Hyalorbilia,Hyalorbilia_fusarina,Hyalorbilia_fusarina_SH1277092.09FU,wood_saprotroph,animal_parasite,wood,leaf/fruit/seed,soil,animal_material,filamentous_mycelium,
1252,3117,Herpotrichiellaceae_sp,UDB03390112,SH0898725.09FU,reps,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,Herpotrichiellaceae_sp_SH0898725.09FU,NA,NA,NA,NA,,,,
1253,3119,Helotiaceae_sp,UDB03302393,SH1276209.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Helotiaceae_gen_Incertae_sedis,Helotiaceae_sp,Helotiaceae_sp_SH1276209.09FU,NA,NA,NA,NA,,,,
1254,3120,Helicosporium_sp,UDB03298671,SH0958914.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Helicosporium,Helicosporium_sp,Helicosporium_sp_SH0958914.09FU,wood_saprotroph,NA,wood,filamentous_mycelium,,,,
1255,3126,Geomyces_sp,UDB02938447,SH0956656.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Geomyces,Geomyces_sp,Geomyces_sp_SH0956656.09FU,soil_saprotroph,NA,soil,filamentous_mycelium,,,,
1256,3129,Fungi_sp,UDB0750861,SH1144292.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1144292.09FU,NA,NA,NA,NA,,,,
1257,3132,Fungi_sp,UDB02087979,SH1014003.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1014003.09FU,NA,NA,NA,NA,,,,
1258,3178,Beauveria_bassiana,LC433840,SH1072924.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria_bassiana,Beauveria_bassiana_SH1072924.09FU,animal_decomposer,animal_decomposer,animal_material,filamentous_mycelium,,,,
1259,3180,Ascomycota_sp,UDB01398886,SH1143482.09FU,reps,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp,Ascomycota_sp_SH1143482.09FU,NA,NA,NA,NA,,,,
1260,3187,Ascobolus_sp,UDB01324811,SH1309940.09FU,reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,Ascobolus_sp,Ascobolus_sp_SH1309940.09FU,litter_saprotroph,dung_saprotroph,leaf/fruit/seed,dung,filamentous_mycelium,,,
1261,3189,Basidiomycota_sp,UDB0713327,SH0961955.09FU,reps,Fungi,Basidiomycota,Basidiomycota_cls_Incertae_sedis,Basidiomycota_ord_Incertae_sedis,Basidiomycota_fam_Incertae_sedis,Basidiomycota_gen_Incertae_sedis,Basidiomycota_sp,Basidiomycota_sp_SH0961955.09FU,NA,NA,NA,NA,,,,
1262,3191,Rhizophlyctidales_sp,UDB06401991,SH1132459.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidales_fam_Incertae_sedis,Rhizophlyctidales_gen_Incertae_sedis,Rhizophlyctidales_sp,Rhizophlyctidales_sp_SH1132459.09FU,NA,NA,NA,NA,,,,
1263,3192,Rhizophlyctidales_sp,DQ421184,SH1268462.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidales_fam_Incertae_sedis,Rhizophlyctidales_gen_Incertae_sedis,Rhizophlyctidales_sp,Rhizophlyctidales_sp_SH1268462.09FU,NA,NA,NA,NA,,,,
1264,3193,Poaceascoma_sp,UDB05088859,SH0972480.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Poaceascoma,Poaceascoma_sp,Poaceascoma_sp_SH0972480.09FU,wood_saprotroph,NA,wood,filamentous_mycelium,,,,
1265,3194,Glomeraceae_sp,UDB03128496,SH0957286.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp,Glomeraceae_sp_SH0957286.09FU,arbuscular_mycorrhizal,NA,NA,NA,,,,
1266,3196,Rhizophagus_sp,UDB06376233,SH1129524.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_sp,Rhizophagus_sp_SH1129524.09FU,arbuscular_mycorrhizal,root-associated,NA,filamentous_mycelium,,,,
1267,3198,Pezizaceae_sp,UDB04318966,SH1303826.09FU,reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Pezizaceae_gen_Incertae_sedis,Pezizaceae_sp,Pezizaceae_sp_SH1303826.09FU,NA,NA,NA,NA,,,,
1268,3199,Glomus_sp,UDB03151523,SH0957018.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_sp,Glomus_sp_SH0957018.09FU,arbuscular_mycorrhizal,root-associated,NA,filamentous_mycelium,,,,
1269,3200,Fungi_sp,UDB0122288,SH1114035.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1114035.09FU,NA,NA,NA,NA,,,,
1270,3206,Chytridiomycota_sp,UDB02280885,SH0945979.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH0945979.09FU,NA,NA,NA,NA,,,,
1271,3207,Aphelidiomycota_sp,UDB01170900,SH1104439.09FU,reps,Fungi,Aphelidiomycota,Aphelidiomycota_cls_Incertae_sedis,Aphelidiomycota_ord_Incertae_sedis,Aphelidiomycota_fam_Incertae_sedis,Aphelidiomycota_gen_Incertae_sedis,Aphelidiomycota_sp,Aphelidiomycota_sp_SH1104439.09FU,NA,NA,NA,NA,,,,
1272,3212,Tetragoniomyces_sp,UDB0329070,SH0960177.09FU,reps,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Tetragoniomycetaceae,Tetragoniomyces,Tetragoniomyces_sp,Tetragoniomyces_sp_SH0960177.09FU,mycoparasite,fungal_decomposer,fungal_material,dimorphic_yeast,,,,
1273,3219,Sporidesmiella_obovoidia,MW286492,SH1491279.09FU,refs_singleton,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Sporidesmiella,Sporidesmiella_obovoidia,Sporidesmiella_obovoidia_SH1491279.09FU,wood_saprotroph,NA,wood,filamentous_mycelium,,,,
1274,3223,Solicoccozyma_terrea,AF444319,SH0879370.09FU,refs,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_terrea,Solicoccozyma_terrea_SH0879370.09FU,soil_saprotroph,epiphyte,soil,yeast,,,,
1275,3224,Rozellomycota_sp,UDB06716608,SH1104029.09FU,reps,Fungi,Rozellomycota,Rozellomycota_cls_Incertae_sedis,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp,Rozellomycota_sp_SH1104029.09FU,NA,NA,NA,NA,,,,
1276,3225,Rozellomycota_sp,UDB0671230,SH1241807.09FU,reps,Fungi,Rozellomycota,Rozellomycota_cls_Incertae_sedis,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp,Rozellomycota_sp_SH1241807.09FU,NA,NA,NA,NA,,,,
1277,3226,Rhizophydiomycetes_sp,UDB0221030,SH1189785.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiomycetes_ord_Incertae_sedis,Rhizophydiomycetes_fam_Incertae_sedis,Rhizophydiomycetes_gen_Incertae_sedis,Rhizophydiomycetes_sp,Rhizophydiomycetes_sp_SH1189785.09FU,NA,NA,NA,NA,,,,
1278,3231,Pseudothielavia_subhyaloderma,MK926833,SH1339123.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Pseudothielavia,Pseudothielavia_subhyaloderma,Pseudothielavia_subhyaloderma_SH1339123.09FU,NA,NA,NA,NA,,,,
1279,3234,Pezizaceae_sp,UDB04319488,SH0919092.09FU,reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Pezizaceae_gen_Incertae_sedis,Pezizaceae_sp,Pezizaceae_sp_SH0919092.09FU,NA,NA,NA,NA,,,,
1280,3237,Ovatospora_mollicella,KX976685,SH1339412.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Ovatospora,Ovatospora_mollicella,Ovatospora_mollicella_SH1339412.09FU,soil_saprotroph,dung_saprotroph,soil,dung,filamentous_mycelium,,,
1281,3244,Kickxellomycota_sp,UDB02429354,SH1153886.09FU,reps,Fungi,Kickxellomycota,Kickxellomycota_cls_Incertae_sedis,Kickxellomycota_ord_Incertae_sedis,Kickxellomycota_fam_Incertae_sedis,Kickxellomycota_gen_Incertae_sedis,Kickxellomycota_sp,Kickxellomycota_sp_SH1153886.09FU,NA,NA,NA,NA,,,,
1282,3246,Glomeromycota_sp,MG664391,SH1089930.09FU,reps,Fungi,Glomeromycota,Glomeromycota_cls_Incertae_sedis,Glomeromycota_ord_Incertae_sedis,Glomeromycota_fam_Incertae_sedis,Glomeromycota_gen_Incertae_sedis,Glomeromycota_sp,Glomeromycota_sp_SH1089930.09FU,arbuscular_mycorrhizal,NA,NA,NA,,,,
1283,3249,Fungi_sp,UDB0265335,SH1115018.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1115018.09FU,NA,NA,NA,NA,,,,
1284,3272,Chytridiomycota_sp,UDB02305407,SH1292439.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH1292439.09FU,NA,NA,NA,NA,,,,
1285,3273,Chytridiomycota_sp,UDB02281839,SH1099936.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH1099936.09FU,NA,NA,NA,NA,,,,
1286,3289,Fungi_sp,UDB02085506,SH1104714.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1104714.09FU,NA,NA,NA,NA,,,,
1287,3296,Sordariomycetes_sp,UDB0251225,SH1031532.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Sordariomycetes_gen_Incertae_sedis,Sordariomycetes_sp,Sordariomycetes_sp_SH1031532.09FU,NA,NA,NA,NA,,,,
1288,3297,Sordariales_sp,UDB07311920,SH0962280.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Sordariales_gen_Incertae_sedis,Sordariales_sp,Sordariales_sp_SH0962280.09FU,NA,NA,NA,NA,,,,
1289,3300,Rhizophagus_irregularis,OL449405,SH0984994.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis,Rhizophagus_irregularis_SH0984994.09FU,arbuscular_mycorrhizal,root-associated,NA,filamentous_mycelium,,,,
1290,3302,Plectosphaerella_sinensis,KX527888,SH3178499.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella_sinensis,Plectosphaerella_sinensis_SH3178499.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,animal_material,filamentous_mycelium,,,
1291,3304,Phaeosphaeriaceae_sp,UDB04500255,SH0888972.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriaceae_gen_Incertae_sedis,Phaeosphaeriaceae_sp,Phaeosphaeriaceae_sp_SH0888972.09FU,NA,NA,NA,NA,,,,
1292,3307,Mortierella_sp,UDB068095,SH1203188.09FU,reps,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp,Mortierella_sp_SH1203188.09FU,soil_saprotroph,root-associated,roots,soil,filamentous_mycelium,,,
1293,3309,Kickxellomycota_sp,UDB02431967,SH1170620.09FU,reps,Fungi,Kickxellomycota,Kickxellomycota_cls_Incertae_sedis,Kickxellomycota_ord_Incertae_sedis,Kickxellomycota_fam_Incertae_sedis,Kickxellomycota_gen_Incertae_sedis,Kickxellomycota_sp,Kickxellomycota_sp_SH1170620.09FU,NA,NA,NA,NA,,,,
1294,3311,Glomeraceae_sp,UDB03126088,SH0957066.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp,Glomeraceae_sp_SH0957066.09FU,arbuscular_mycorrhizal,NA,NA,NA,,,,
1295,3312,Fusarium_sp,UDB02227949,SH1060290.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_sp,Fusarium_sp_SH1060290.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
1296,3313,Fungi_sp,UDB0750920,SH1160085.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1160085.09FU,NA,NA,NA,NA,,,,
