,,taxon_name,ref_id,sh_id,rep,kingdom,phylum,class,order,family,genus,species,taxon_name_sh,primary_lifestyle,secondary_lifestyle,decay_type,growth_form,,,,
1297,3332,Entoloma_sp,UDB05327755,SH1260567.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_sp,Entoloma_sp_SH1260567.09FU,soil_saprotroph,unspecified_symbiotroph,roots,soil,filamentous_mycelium,,,
1298,3335,Cladosporium_sp,UDB074179,SH1169027.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_sp,Cladosporium_sp_SH1169027.09FU,litter_saprotroph,plant_pathogen,wood,leaf/fruit/seed,soil,dung,animal_material,filamentous_mycelium
1299,3346,Branch06_sp,EU003003,SH1270918.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Branch06,Branch06_fam_Incertae_sedis,Branch06_gen_Incertae_sedis,Branch06_sp,Branch06_sp_SH1270918.09FU,NA,NA,NA,NA,,,,
1300,3348,Betamyces_sp,UDB01509828,SH0903505.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Alphamycetaceae,Betamyces,Betamyces_sp,Betamyces_sp_SH0903505.09FU,pollen_saprotroph,NA,pollen,zoosporic-rhizomycelial_(chytrid-like),,,,
1301,3350,Ascomycota_sp,UDB01401000,SH1037965.09FU,reps,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp,Ascomycota_sp_SH1037965.09FU,NA,NA,NA,NA,,,,
1302,3355,Acremonium_hyalinulum,KP131521,SH0971596.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_hyalinulum,Acremonium_hyalinulum_SH0971596.09FU,unspecified_saprotroph,foliar_endophyte,leaf/fruit/seed,soil,dung,animal_material,filamentous_mycelium,
1303,3356,Entoloma_perumbilicatum,HQ179671,SH1167447.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_perumbilicatum,Entoloma_perumbilicatum_SH1167447.09FU,soil_saprotroph,unspecified_symbiotroph,roots,soil,filamentous_mycelium,,,
1304,3361,Cyathus_stercoreus,EU784193,SH0886369.09FU,refs,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Nidulariaceae,Cyathus,Cyathus_stercoreus,Cyathus_stercoreus_SH0886369.09FU,litter_saprotroph,NA,leaf/fruit/seed,filamentous_mycelium,,,,
1305,3368,Mrakia_robertii,AY038829,SH3146288.09FU,refs,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Mrakia,Mrakia_robertii,Mrakia_robertii_SH3146288.09FU,unspecified_saprotroph,NA,NA,dimorphic_yeast,,,,
1306,3373,Clitopilus_sp,UDB03900643,SH1239474.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus_sp,Clitopilus_sp_SH1239474.09FU,litter_saprotroph,NA,leaf/fruit/seed,filamentous_mycelium,,,,
1307,3387,Sonoraphlyctis_ranzonii,EU379201,SH1044521.09FU,refs,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Sonoraphlyctidaceae,Sonoraphlyctis,Sonoraphlyctis_ranzonii,Sonoraphlyctis_ranzonii_SH1044521.09FU,soil_saprotroph,litter_saprotroph,leaf/fruit/seed,soil,zoosporic-rhizomycelial_(chytrid-like),,,
1308,3388,Septoglomus_sp,UDB06941686,SH0939949.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,Septoglomus_sp,Septoglomus_sp_SH0939949.09FU,arbuscular_mycorrhizal,root-associated,NA,filamentous_mycelium,,,,
1309,3391,Podospora_sp,UDB05112419,SH0938825.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Podospora_sp,Podospora_sp_SH0938825.09FU,dung_saprotroph,foliar_endophyte,leaf/fruit/seed,dung,filamentous_mycelium,,,
1310,3393,Pleosporales_sp,UDB07567640,SH0942266.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp,Pleosporales_sp_SH0942266.09FU,NA,NA,NA,NA,,,,
1311,3396,Pleosporales_sp,FN397299,SH1091988.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pleosporales_gen_Incertae_sedis,Pleosporales_sp,Pleosporales_sp_SH1091988.09FU,NA,NA,NA,NA,,,,
1312,3402,Lycoperdon_utriforme,DQ112607,SH0948490.09FU,refs,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,Lycoperdon_utriforme,Lycoperdon_utriforme_SH0948490.09FU,litter_saprotroph,NA,leaf/fruit/seed,filamentous_mycelium,,,,
1313,3406,Glomus_sp,UDB03145175,SH0880141.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_sp,Glomus_sp_SH0880141.09FU,arbuscular_mycorrhizal,root-associated,NA,filamentous_mycelium,,,,
1314,3407,Glomeraceae_sp,MT765586,SH0880144.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp,Glomeraceae_sp_SH0880144.09FU,arbuscular_mycorrhizal,NA,NA,NA,,,,
1315,3409,Fungi_sp,UDB0512692,SH1100409.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1100409.09FU,NA,NA,NA,NA,,,,
1316,3429,Edenia_gomezpompae,FJ839619,SH1009330.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Edenia,Edenia_gomezpompae,Edenia_gomezpompae_SH1009330.09FU,plant_pathogen,foliar_endophyte,leaf/fruit/seed,animal_material,filamentous_mycelium,,,
1317,3430,Conocybe_mesospora,UDB0139939,SH1222586.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_mesospora,Conocybe_mesospora_SH1222586.09FU,soil_saprotroph,NA,soil,filamentous_mycelium,,,,
1318,3442,Chaetomium_sp,UDB01739639,SH0881872.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_sp,Chaetomium_sp_SH0881872.09FU,litter_saprotroph,foliar_endophyte,wood,leaf/fruit/seed,soil,dung,filamentous_mycelium,
1319,3459,Hypocreaceae_sp,UDB03557933,SH1201547.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypocreaceae_gen_Incertae_sedis,Hypocreaceae_sp,Hypocreaceae_sp_SH1201547.09FU,NA,NA,NA,NA,,,,
1320,3461,Hyaloraphidiales_sp,UDB03439846,SH1097103.09FU,reps,Fungi,Monoblepharomycota,Hyaloraphidiomycetes,Hyaloraphidiales,Hyaloraphidiales_fam_Incertae_sedis,Hyaloraphidiales_gen_Incertae_sedis,Hyaloraphidiales_sp,Hyaloraphidiales_sp_SH1097103.09FU,NA,NA,NA,NA,,,,
1321,3462,Halosphaeriaceae_sp,UDB03251602,SH0898634.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Halosphaeriaceae_gen_Incertae_sedis,Halosphaeriaceae_sp,Halosphaeriaceae_sp_SH0898634.09FU,NA,NA,NA,NA,,,,
1322,3464,Podila_epicladia,HQ630319,SH2190302.09FU,refs,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Podila,Podila_epicladia,Podila_epicladia_SH2190302.09FU,NA,NA,NA,NA,,,,
1323,3465,Hyaloscypha_sp,UDB03463579,SH0959216.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha_sp,Hyaloscypha_sp_SH0959216.09FU,litter_saprotroph,wood_saprotroph,wood,leaf/fruit/seed,filamentous_mycelium,,,
1324,3466,Fungi_sp,UDB02162193,SH1240821.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1240821.09FU,NA,NA,NA,NA,,,,
1325,3474,Striatibotrys_yuccae,KU846770,SH2441642.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striatibotrys,Striatibotrys_yuccae,Striatibotrys_yuccae_SH2441642.09FU,soil_saprotroph,litter_saprotroph,leaf/fruit/seed,soil,filamentous_mycelium,,,
1326,3481,Rozellomycota_sp,UDB06730037,SH1307877.09FU,reps,Fungi,Rozellomycota,Rozellomycota_cls_Incertae_sedis,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp,Rozellomycota_sp_SH1307877.09FU,NA,NA,NA,NA,,,,
1327,3483,Pyronemataceae_sp,UDB05838577,SH0968623.09FU,reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pyronemataceae_gen_Incertae_sedis,Pyronemataceae_sp,Pyronemataceae_sp_SH0968623.09FU,NA,NA,NA,NA,,,,
1328,3486,Piptocephalis_minuta,UDB04688109,SH1186382.09FU,reps,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,Piptocephalis,Piptocephalis_minuta,Piptocephalis_minuta_SH1186382.09FU,mycoparasite,fungal_decomposer,fungal_material,filamentous_mycelium,,,,
1329,3492,Mortierella_sp,UDB04766710,SH0908363.09FU,reps,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp,Mortierella_sp_SH0908363.09FU,soil_saprotroph,root-associated,roots,soil,filamentous_mycelium,,,
1330,3494,Lycoperdon_pyriforme,DQ112557,SH0948285.09FU,refs,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,Lycoperdon_pyriforme,Lycoperdon_pyriforme_SH0948285.09FU,litter_saprotroph,NA,leaf/fruit/seed,filamentous_mycelium,,,,
1331,3495,Lobulomycetales_sp,UDB0508493,SH0966047.09FU,reps,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,Lobulomycetales_fam_Incertae_sedis,Lobulomycetales_gen_Incertae_sedis,Lobulomycetales_sp,Lobulomycetales_sp_SH0966047.09FU,NA,NA,NA,NA,,,,
1332,3496,Lobulomycetales_sp,KF297079,SH1234120.09FU,reps,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,Lobulomycetales_fam_Incertae_sedis,Lobulomycetales_gen_Incertae_sedis,Lobulomycetales_sp,Lobulomycetales_sp_SH1234120.09FU,NA,NA,NA,NA,,,,
1333,3497,Lobulomyces_sp,UDB0606227,SH1200133.09FU,reps,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,Lobulomycetaceae,Lobulomyces,Lobulomyces_sp,Lobulomyces_sp_SH1200133.09FU,pollen_saprotroph,vertebrate-associated,pollen,animal_material,zoosporic-rhizomycelial_(chytrid-like),,,
1334,3503,Fungi_sp,UDB02179056,SH1051219.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1051219.09FU,NA,NA,NA,NA,,,,
1335,3531,Coprinellus_ovatus,MK764023,SH1198913.09FU,refs,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_ovatus,Coprinellus_ovatus_SH1198913.09FU,soil_saprotroph,NA,soil,filamentous_mycelium,,,,
1336,3535,Chytridiomycota_sp,UDB02254300,SH1108232.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH1108232.09FU,NA,NA,NA,NA,,,,
1337,3537,Chaetosphaeria_sp,UDB01751708,SH0979685.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,Chaetosphaeria_sp,Chaetosphaeria_sp_SH0979685.09FU,litter_saprotroph,wood_saprotroph,wood,leaf/fruit/seed,filamentous_mycelium,,,
1338,3546,Protrudomycetaceae_sp,UDB05263553,SH1319744.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Protrudomycetaceae,Protrudomycetaceae_gen_Incertae_sedis,Protrudomycetaceae_sp,Protrudomycetaceae_sp_SH1319744.09FU,NA,NA,NA,NA,,,,
1339,3547,Lobulomycetales_sp,UDB03108533,SH1144708.09FU,reps,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,Lobulomycetales_fam_Incertae_sedis,Lobulomycetales_gen_Incertae_sedis,Lobulomycetales_sp,Lobulomycetales_sp_SH1144708.09FU,NA,NA,NA,NA,,,,
1340,3549,Hannaella_oryzae,AF314986,SH1003209.09FU,refs,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella_oryzae,Hannaella_oryzae_SH1003209.09FU,animal_decomposer,animal_decomposer,animal_material,yeast,,,,
1341,3569,Rhizophydiales_sp,UDB06452635,SH0969140.09FU,reps,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp,Rhizophydiales_sp_SH0969140.09FU,NA,NA,NA,NA,,,,
1342,3582,Leotiomycetes_sp,UDB02846740,SH1035611.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Leotiomycetes_ord_Incertae_sedis,Leotiomycetes_fam_Incertae_sedis,Leotiomycetes_gen_Incertae_sedis,Leotiomycetes_sp,Leotiomycetes_sp_SH1035611.09FU,NA,NA,NA,NA,,,,
1343,3583,Lasiosphaeris_sp,UDB02734853,SH0956934.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lasiosphaeris,Lasiosphaeris_sp,Lasiosphaeris_sp_SH0956934.09FU,unspecified_saprotroph,NA,NA,filamentous_mycelium,,,,
1344,3609,Chytridiomycota_sp,UDB02280219,SH1232914.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH1232914.09FU,NA,NA,NA,NA,,,,
1345,3622,Agaricales_sp,UDB0899794,SH1277575.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_fam_Incertae_sedis,Agaricales_gen_Incertae_sedis,Agaricales_sp,Agaricales_sp_SH1277575.09FU,NA,NA,NA,NA,,,,
1346,3625,Cunninghamella_sp,UDB04472790,SH1185446.09FU,reps,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Cunninghamella,Cunninghamella_sp,Cunninghamella_sp_SH1185446.09FU,soil_saprotroph,NA,soil,filamentous_mycelium,,,,
1347,3626,Fusariella_sp,UDB02179523,SH0885415.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Fusariella,Fusariella_sp,Fusariella_sp_SH0885415.09FU,plant_pathogen,NA,NA,filamentous_mycelium,,,,
1348,3628,Kochiomyces_sp,UDB02360981,SH1108891.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Kochiomyces,Kochiomyces_sp,Kochiomyces_sp_SH1108891.09FU,pollen_saprotroph,algal_parasite,pollen,zoosporic-rhizomycelial_(chytrid-like),,,,
1349,3629,Curvularia_mebaldsii,MZ145339,SH1224295.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_mebaldsii,Curvularia_mebaldsii_SH1224295.09FU,plant_pathogen,litter_saprotroph,wood,leaf/fruit/seed,roots,algal_material,filamentous_mycelium,
1350,3630,Cristinia_sp,UDB04464944,SH1194961.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,Cristinia,Cristinia_sp,Cristinia_sp_SH1194961.09FU,wood_saprotroph,NA,wood,filamentous_mycelium,,,,
1351,3632,Trichoderma_sp,UDB06578021,SH1243330.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_sp,Trichoderma_sp_SH1243330.09FU,mycoparasite,foliar_endophyte,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
1352,3637,Sordariomycetes_sp,MW529228,SH0881601.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Sordariomycetes_gen_Incertae_sedis,Sordariomycetes_sp,Sordariomycetes_sp_SH0881601.09FU,NA,NA,NA,NA,,,,
1353,3640,Rhizophlyctidales_sp,UDB06396979,SH1132444.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidales_fam_Incertae_sedis,Rhizophlyctidales_gen_Incertae_sedis,Rhizophlyctidales_sp,Rhizophlyctidales_sp_SH1132444.09FU,NA,NA,NA,NA,,,,
1354,3643,Preussia_tenerifae,AY681172,SH2147492.09FU,refs_singleton,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_tenerifae,Preussia_tenerifae_SH2147492.09FU,dung_saprotroph,NA,dung,filamentous_mycelium,,,,
1355,3649,Humicola_ampulliella,LT993568,SH1339208.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,Humicola_ampulliella,Humicola_ampulliella_SH1339208.09FU,wood_saprotroph,NA,wood,filamentous_mycelium,,,,
1356,3652,Fusarium_sp,UDB02187451,SH1079442.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_sp,Fusarium_sp_SH1079442.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
1357,3654,Didymella_combreti,KJ869134,SH2739142.09FU,refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella_combreti,Didymella_combreti_SH2739142.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
1358,3657,Chaetomiaceae_sp,UDB01730743,SH0945441.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomiaceae_gen_Incertae_sedis,Chaetomiaceae_sp,Chaetomiaceae_sp_SH0945441.09FU,NA,NA,NA,NA,,,,
1359,3660,Cercophora_sp,UDB01700289,SH0945377.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora_sp,Cercophora_sp_SH0945377.09FU,dung_saprotroph,NA,dung,filamentous_mycelium,,,,
1360,3663,Ascomycota_sp,UDB05817646,SH0954945.09FU,reps,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp,Ascomycota_sp_SH0954945.09FU,NA,NA,NA,NA,,,,
1361,3664,Mortierella_sp,UDB04953351,SH1312608.09FU,reps,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp,Mortierella_sp_SH1312608.09FU,soil_saprotroph,root-associated,roots,soil,filamentous_mycelium,,,
1362,3665,Fusarium_sp,JQ846076,SH1079583.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_sp,Fusarium_sp_SH1079583.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
1363,3666,Zopfiella_sp,UDB07626355,SH0994680.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Zopfiella,Zopfiella_sp,Zopfiella_sp_SH0994680.09FU,dung_saprotroph,NA,dung,filamentous_mycelium,,,,
1364,3668,Trichoderma_sp,UDB06502123,SH0961552.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_sp,Trichoderma_sp_SH0961552.09FU,mycoparasite,foliar_endophyte,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
1365,3670,Trichoderma_oblongisporum,DQ083020,SH0961583.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_oblongisporum,Trichoderma_oblongisporum_SH0961583.09FU,mycoparasite,foliar_endophyte,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
1366,3671,Sordaria_equicola,MZ064435,SH2149383.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Sordaria_equicola,Sordaria_equicola_SH2149383.09FU,dung_saprotroph,NA,dung,filamentous_mycelium,,,,
1367,3678,Preussia_tenerifae,AJ630460,SH2149200.09FU,refs_singleton,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_tenerifae,Preussia_tenerifae_SH2149200.09FU,dung_saprotroph,NA,dung,filamentous_mycelium,,,,
1368,3679,Niesslia_ilicifolia,MG826996,SH1078314.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,Niesslia,Niesslia_ilicifolia,Niesslia_ilicifolia_SH1078314.09FU,litter_saprotroph,dung_saprotroph,wood,leaf/fruit/seed,soil,dung,filamentous_mycelium,
1369,3682,Fusarium_oxysporum,MW485471,SH0995024.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_oxysporum,Fusarium_oxysporum_SH0995024.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,roots,soil,animal_material,filamentous_mycelium,
1370,3687,Chaetomidium_sp,UDB01731751,SH0881714.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Chaetomidium_sp,Chaetomidium_sp_SH0881714.09FU,dung_saprotroph,NA,dung,filamentous_mycelium,,,,
1371,3696,Trichoderma_virens,HE608905,SH0961627.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_virens,Trichoderma_virens_SH0961627.09FU,mycoparasite,foliar_endophyte,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
1372,3697,Trichoderma_sp,UDB06497304,SH1243320.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_sp,Trichoderma_sp_SH1243320.09FU,mycoparasite,foliar_endophyte,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
1373,3698,Trichoderma_rogersonii,DQ323434,SH3108458.09FU,refs_singleton,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_rogersonii,Trichoderma_rogersonii_SH3108458.09FU,mycoparasite,foliar_endophyte,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
1374,3699,Trichoderma_koningiopsis,KT337462,SH1066593.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_koningiopsis,Trichoderma_koningiopsis_SH1066593.09FU,mycoparasite,foliar_endophyte,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
1375,3704,Sordaria_clematidis,MT310656,SH2147995.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Sordaria,Sordaria_clematidis,Sordaria_clematidis_SH2147995.09FU,dung_saprotroph,NA,dung,filamentous_mycelium,,,,
1376,3710,Ovatospora_sp,UDB02675342,SH0881725.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Ovatospora,Ovatospora_sp,Ovatospora_sp_SH0881725.09FU,soil_saprotroph,dung_saprotroph,soil,dung,filamentous_mycelium,,,
1377,3720,Funneliformis_mosseae,X96836,SH1275058.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae,Funneliformis_mosseae_SH1275058.09FU,arbuscular_mycorrhizal,root-associated,NA,filamentous_mycelium,,,,
1378,3721,Funneliformis_mosseae,UDB02179196,SH1275051.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae,Funneliformis_mosseae_SH1275051.09FU,arbuscular_mycorrhizal,root-associated,NA,filamentous_mycelium,,,,
1379,3723,Fungi_sp,JX360128,SH0991049.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH0991049.09FU,NA,NA,NA,NA,,,,
1380,3733,Cyathus_olla,DQ463345,SH0899079.09FU,refs,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Nidulariaceae,Cyathus,Cyathus_olla,Cyathus_olla_SH0899079.09FU,litter_saprotroph,NA,leaf/fruit/seed,filamentous_mycelium,,,,
1381,3737,Trichoderma_viride,MZ778860,SH0961474.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_viride,Trichoderma_viride_SH0961474.09FU,mycoparasite,foliar_endophyte,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
1382,3738,Trichoderma_sp,UDB0684998,SH1177165.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_sp,Trichoderma_sp_SH1177165.09FU,mycoparasite,foliar_endophyte,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
1383,3745,Retroconis_fusiformis,EU040239,SH1240684.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Retroconis,Retroconis_fusiformis,Retroconis_fusiformis_SH1240684.09FU,litter_saprotroph,litter_saprotroph,leaf/fruit/seed,filamentous_mycelium,,,,
1384,3749,Geranomyces_michiganensis,MT730745,SH1016637.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Geranomyces,Geranomyces_michiganensis,Geranomyces_michiganensis_SH1016637.09FU,pollen_saprotroph,NA,pollen,zoosporic-rhizomycelial_(chytrid-like),,,,
